record_id,date,industry,region,city,customer_type,customer_age,acquisition_channel,product_or_service,quantity,unit_price_ghs,discount_rate,revenue_ghs,cost_ghs,profit_ghs,customer_satisfaction,returned,payment_status
REC-00350,2025-07-31,Finance,Eastern,Nkawkaw,Enterprise,41,Phone,Support Package,5,410.4,0.0,2052.0,923.47,1128.53,1,False,Pending
REC-00351,2025-08-09,Education,Eastern,Nkawkaw,Government,18,Phone,Premium Plan,5,1502.58,0.0,7512.9,4904.71,2608.19,2,False,Pending
REC-00352,2025-02-10,Hospitality,Ashanti,Obuasi,Enterprise,34,Phone,Premium Plan,7,1572.67,0.15,9357.39,6857.84,2499.55,1,False,Paid
REC-00353,2025-11-23,Agriculture,Eastern,Koforidua,Enterprise,25,Website,Premium Plan,8,1553.88,0.05,11809.49,8374.99,3434.5,1,True,Paid
REC-00354,2025-05-25,Education,Ashanti,Kumasi,SME,24,Website,Consulting Service,5,334.47,0.1,1505.12,1082.23,422.89,2,False,Pending
REC-00355,2025-07-10,Finance,Eastern,Koforidua,Enterprise,49,Phone,Basic Plan,8,1749.91,0.0,13999.28,8010.28,5989.0,5,False,Paid
REC-00356,2025-07-15,Agriculture,Ashanti,Kumasi,Individual,34,Mobile App,Consulting Service,1,326.85,0.0,326.85,193.62,133.23,1,True,Paid
REC-00357,2025-12-15,Retail,Western,Takoradi,Enterprise,42,Phone,Training Package,5,2342.13,0.0,11710.65,7995.92,3714.73,3,False,Paid
REC-00358,2025-04-22,Finance,Greater Accra,Tema,Individual,60,Phone,Premium Plan,2,609.02,0.1,1096.24,624.93,471.31,1,False,Refunded
REC-00359,2025-12-19,Agriculture,Northern,Tamale,Enterprise,48,Website,Basic Plan,10,408.61,0.0,4086.1,2214.78,1871.32,3,False,Refunded
REC-00360,2025-09-07,Technology,Greater Accra,Tema,SME,26,Website,Training Package,4,808.93,0.15,2750.36,2040.13,710.23,4,False,Paid
REC-00361,2025-09-06,Agriculture,Eastern,Koforidua,SME,20,Referral,Enterprise Plan,12,1107.81,0.05,12629.03,8219.12,4409.91,3,False,Paid
REC-00362,2025-03-24,Hospitality,Central,Kasoa,Government,53,Website,Training Package,2,1339.57,0.1,2411.23,1348.84,1062.39,5,False,Paid
REC-00363,2025-07-06,Manufacturing,Greater Accra,Accra,Government,57,Referral,Premium Plan,10,616.0,0.0,6160.0,4272.37,1887.63,5,False,Paid
REC-00364,2025-06-14,Finance,Western,Takoradi,Individual,59,Mobile App,Basic Plan,2,263.23,0.0,526.46,245.43,281.03,4,False,Paid
REC-00365,2025-11-25,Hospitality,Greater Accra,Accra,Enterprise,54,Mobile App,Support Package,7,1653.36,0.15,9837.49,6698.04,3139.45,1,False,Paid
REC-00366,2025-02-10,Manufacturing,Northern,Yendi,Individual,49,Referral,Enterprise Plan,8,2007.52,0.0,16060.16,9371.79,6688.37,5,False,Paid
REC-00367,2025-04-21,Education,Eastern,Koforidua,SME,22,Referral,Training Package,9,265.37,0.0,2388.33,1544.57,843.76,2,True,Refunded
REC-00368,2025-02-24,Manufacturing,Western,Takoradi,SME,65,Mobile App,Support Package,11,1452.0,0.1,14374.8,10205.3,4169.5,4,True,Paid
REC-00369,2025-10-01,Technology,Northern,Yendi,Government,28,Phone,Training Package,10,1121.46,0.05,10653.87,8351.78,2302.09,3,True,Paid
REC-00370,2025-04-20,Agriculture,Central,Kasoa,Government,52,Website,Training Package,7,1920.13,0.05,12768.86,7446.84,5322.02,1,False,Refunded
REC-00371,2025-03-11,Technology,Greater Accra,Accra,Enterprise,51,Referral,Support Package,5,41.26,0.0,206.3,109.23,97.07,5,True,Refunded
REC-00372,2025-01-20,Education,Ashanti,Kumasi,Enterprise,24,Walk-in,Basic Plan,8,905.25,0.0,7242.0,3968.95,3273.05,5,False,Refunded
REC-00373,2025-02-09,Healthcare,Ashanti,Obuasi,Individual,64,Referral,Consulting Service,12,828.61,0.1,8948.99,4599.55,4349.44,1,False,Paid
REC-00374,2025-08-02,Retail,Eastern,Nkawkaw,Individual,45,Walk-in,Support Package,2,2177.72,0.0,4355.44,3164.84,1190.6,1,False,Refunded
REC-00375,2025-06-17,Manufacturing,Central,Kasoa,Individual,27,Mobile App,Consulting Service,9,1751.98,0.0,15767.82,7390.26,8377.56,3,False,Paid
REC-00376,2025-02-12,Hospitality,Ashanti,Kumasi,Government,39,Referral,Consulting Service,8,1439.32,0.0,11514.56,7516.89,3997.67,2,False,Pending
REC-00377,2025-09-07,Education,Central,Cape Coast,Individual,30,Walk-in,Consulting Service,7,1639.31,0.0,11475.17,7546.44,3928.73,3,True,Paid
REC-00378,2025-07-31,Retail,Greater Accra,Tema,SME,60,Walk-in,Support Package,7,929.04,0.0,6503.28,3698.24,2805.04,4,True,Paid
REC-00379,2025-04-30,Healthcare,Western,Takoradi,Individual,20,Mobile App,Support Package,4,1721.26,0.0,6885.04,5028.57,1856.47,2,False,Paid
REC-00380,2025-02-26,Education,Eastern,Koforidua,Enterprise,62,Referral,Consulting Service,5,1138.9,0.0,5694.5,3261.78,2432.72,5,False,Paid
REC-00381,2025-12-06,Education,Western,Tarkwa,Individual,55,Phone,Training Package,9,132.62,0.0,1193.58,563.66,629.92,1,False,Pending
REC-00382,2025-12-06,Manufacturing,Northern,Tamale,Government,35,Referral,Training Package,11,916.54,0.0,10081.94,4608.04,5473.9,1,False,Pending
REC-00383,2025-02-15,Retail,Central,Cape Coast,SME,52,Referral,Enterprise Plan,3,517.22,0.1,1396.49,918.13,478.36,3,False,Pending
REC-00384,2025-01-10,Education,Northern,Yendi,Individual,28,Walk-in,Consulting Service,6,1718.67,0.05,9796.42,6674.65,3121.77,1,True,Paid
REC-00385,2025-06-24,Education,Ashanti,Obuasi,SME,27,Referral,Premium Plan,7,1650.91,0.0,11556.37,8321.27,3235.1,4,False,Refunded
REC-00386,2025-10-05,Education,Eastern,Koforidua,Enterprise,46,Referral,Premium Plan,3,536.72,0.0,1610.16,1070.73,539.43,4,False,Refunded
REC-00387,2025-02-04,Finance,Ashanti,Kumasi,Enterprise,38,Phone,Consulting Service,9,1344.08,0.0,12096.72,6267.67,5829.05,3,False,Paid
REC-00388,2025-02-24,Education,Ashanti,Kumasi,SME,30,Website,Enterprise Plan,3,482.25,0.15,1229.74,834.1,395.64,1,False,Paid
REC-00389,2025-08-29,Agriculture,Central,Kasoa,SME,56,Mobile App,Premium Plan,12,1632.68,0.0,19592.16,14993.64,4598.52,2,False,Pending
REC-00390,2025-07-31,Healthcare,Greater Accra,Accra,Government,35,Referral,Consulting Service,4,1862.36,0.0,7449.44,5440.9,2008.54,3,False,Paid
REC-00391,2025-01-22,Manufacturing,Western,Takoradi,Individual,43,Phone,Consulting Service,10,1844.95,0.1,16604.55,11896.73,4707.82,1,False,Refunded
REC-00392,2025-01-21,Agriculture,Central,Kasoa,Enterprise,43,Walk-in,Consulting Service,9,983.81,0.0,8854.29,4606.4,4247.89,2,False,Paid
REC-00393,2025-12-20,Agriculture,Central,Cape Coast,Individual,21,Mobile App,Support Package,9,2261.6,0.1,18318.96,13868.56,4450.4,5,False,Pending
REC-00394,2025-08-19,Education,Western,Tarkwa,Individual,38,Walk-in,Enterprise Plan,1,467.72,0.15,397.56,310.79,86.77,2,False,Paid
REC-00395,2025-08-19,Finance,Greater Accra,Tema,Government,63,Website,Premium Plan,11,923.28,0.15,8632.67,6143.81,2488.86,3,True,Paid
REC-00396,2025-04-02,Agriculture,Ashanti,Obuasi,SME,27,Website,Premium Plan,12,151.99,0.05,1732.69,978.14,754.55,2,False,Refunded
REC-00397,2025-08-23,Agriculture,Eastern,Koforidua,SME,18,Referral,Training Package,8,2142.14,0.15,14566.55,10906.82,3659.73,4,False,Pending
REC-00398,2025-11-04,Education,Western,Takoradi,SME,23,Mobile App,Basic Plan,10,41.27,0.15,350.8,193.96,156.84,3,False,Paid
REC-00399,2025-10-23,Manufacturing,Greater Accra,Accra,SME,60,Walk-in,Support Package,10,763.64,0.0,7636.4,3574.92,4061.48,5,True,Refunded
REC-00400,2025-10-24,Technology,Ashanti,Obuasi,Government,47,Website,Consulting Service,6,2330.41,0.0,13982.46,10268.01,3714.45,5,False,Paid
REC-00401,2025-03-04,Education,Western,Takoradi,Individual,26,Website,Support Package,12,2152.03,0.05,24533.14,15824.11,8709.03,5,False,Pending
REC-00402,2025-11-06,Hospitality,Northern,Yendi,SME,62,Referral,Support Package,12,735.79,0.15,7505.06,5731.5,1773.56,4,True,Pending
REC-00403,2025-11-09,Retail,Western,Tarkwa,Individual,29,Mobile App,Support Package,4,1778.75,0.0,7115.0,3205.91,3909.09,4,False,Paid
REC-00404,2025-10-14,Hospitality,Eastern,Koforidua,Enterprise,40,Walk-in,Support Package,11,550.54,0.0,6055.94,4271.29,1784.65,5,False,Paid
REC-00405,2025-06-20,Retail,Greater Accra,Accra,SME,61,Walk-in,Enterprise Plan,6,1005.22,0.15,5126.62,3475.43,1651.19,4,False,Paid
REC-00406,2025-09-04,Agriculture,Northern,Yendi,Individual,26,Referral,Enterprise Plan,3,1577.32,0.15,4022.17,3143.3,878.87,5,False,Refunded
REC-00407,2025-04-17,Finance,Central,Kasoa,Individual,19,Walk-in,Consulting Service,10,1721.6,0.05,16355.2,7760.52,8594.68,5,False,Refunded
REC-00408,2025-04-06,Technology,Central,Cape Coast,Enterprise,42,Phone,Basic Plan,10,314.19,0.05,2984.8,2122.04,862.76,4,False,Paid
REC-00409,2025-04-21,Retail,Western,Takoradi,Individual,37,Phone,Support Package,9,773.24,0.0,6959.16,4095.19,2863.97,1,False,Refunded
REC-00410,2025-06-24,Technology,Ashanti,Kumasi,Individual,30,Referral,Training Package,8,1837.79,0.15,12496.97,7058.7,5438.27,2,False,Paid
REC-00411,2025-09-25,Healthcare,Western,Tarkwa,Government,42,Website,Basic Plan,2,35.17,0.0,70.34,49.53,20.81,5,False,Paid
REC-00412,2025-11-24,Technology,Central,Kasoa,Individual,37,Walk-in,Premium Plan,4,819.18,0.0,3276.72,1821.95,1454.77,2,False,Paid
REC-00413,2025-10-14,Technology,Greater Accra,Tema,SME,57,Walk-in,Support Package,9,278.38,0.15,2129.61,1234.36,895.25,2,False,Paid
REC-00414,2025-06-23,Retail,Eastern,Koforidua,Government,57,Website,Basic Plan,9,1123.03,0.0,10107.27,4656.7,5450.57,4,False,Paid
REC-00415,2025-10-31,Hospitality,Northern,Yendi,SME,56,Referral,Basic Plan,11,2094.53,0.1,20735.85,14059.67,6676.18,4,True,Paid
REC-00416,2025-08-28,Education,Greater Accra,Accra,Enterprise,62,Walk-in,Consulting Service,2,1152.57,0.1,2074.63,1294.78,779.85,2,False,Paid
REC-00417,2025-01-16,Finance,Western,Tarkwa,Enterprise,49,Referral,Support Package,2,1201.45,0.05,2282.76,1431.52,851.24,2,True,Paid
REC-00418,2025-02-24,Agriculture,Western,Tarkwa,Government,63,Mobile App,Support Package,6,1401.47,0.0,8408.82,6249.43,2159.39,2,True,Paid
REC-00419,2025-02-03,Manufacturing,Western,Tarkwa,SME,42,Mobile App,Training Package,6,540.39,0.15,2755.99,1679.84,1076.15,1,True,Pending
REC-00420,2025-11-02,Finance,Greater Accra,Tema,Government,55,Website,Support Package,8,830.31,0.0,6642.48,5009.42,1633.06,1,True,Pending
REC-00421,2025-11-27,Retail,Eastern,Koforidua,SME,49,Phone,Support Package,11,177.17,0.0,1948.87,1466.14,482.73,3,False,Refunded
REC-00422,2025-04-11,Hospitality,Central,Kasoa,Enterprise,46,Website,Support Package,4,1711.75,0.05,6504.65,3648.47,2856.18,1,True,Refunded
REC-00423,2025-05-31,Retail,Western,Tarkwa,Individual,26,Walk-in,Basic Plan,1,938.83,0.15,798.01,644.89,153.12,2,False,Refunded
REC-00424,2025-06-12,Education,Western,Takoradi,Government,58,Mobile App,Premium Plan,12,972.4,0.1,10501.92,6416.89,4085.03,5,False,Paid
REC-00425,2025-05-28,Retail,Western,Takoradi,Government,27,Phone,Premium Plan,11,335.73,0.0,3693.03,1759.9,1933.13,1,False,Pending
REC-00426,2025-11-06,Agriculture,Western,Tarkwa,Enterprise,62,Mobile App,Premium Plan,7,1567.54,0.1,9875.5,6305.34,3570.16,4,True,Paid
REC-00427,2025-05-02,Technology,Central,Cape Coast,Individual,49,Referral,Consulting Service,12,1266.78,0.1,13681.22,10846.87,2834.35,3,False,Refunded
REC-00428,2025-02-10,Hospitality,Western,Tarkwa,Individual,62,Referral,Support Package,3,1832.21,0.15,4672.14,3802.77,869.37,1,False,Pending
REC-00429,2025-12-06,Hospitality,Northern,Tamale,Enterprise,65,Referral,Basic Plan,11,218.25,0.15,2040.64,1520.88,519.76,4,False,Refunded
REC-00430,2025-06-19,Retail,Western,Tarkwa,Enterprise,54,Website,Training Package,7,898.46,0.05,5974.76,3327.98,2646.78,4,True,Paid
REC-00431,2025-12-03,Agriculture,Central,Cape Coast,SME,21,Referral,Basic Plan,5,2027.02,0.15,8614.84,3963.69,4651.15,3,False,Paid
REC-00432,2025-05-21,Finance,Central,Kasoa,Enterprise,35,Mobile App,Enterprise Plan,5,60.15,0.0,300.75,202.53,98.22,2,False,Paid
REC-00433,2025-06-25,Finance,Central,Kasoa,Government,20,Phone,Premium Plan,2,2419.18,0.15,4112.61,3271.82,840.79,4,False,Paid
REC-00434,2025-06-26,Agriculture,Central,Kasoa,Government,64,Walk-in,Consulting Service,1,1614.6,0.0,1614.6,757.95,856.65,5,False,Pending
REC-00435,2025-07-19,Retail,Northern,Yendi,Government,63,Phone,Training Package,8,675.0,0.15,4590.0,3543.49,1046.51,3,True,Paid
REC-00436,2025-11-23,Hospitality,Greater Accra,Tema,Enterprise,52,Walk-in,Basic Plan,6,2391.55,0.1,12914.37,8728.56,4185.81,3,True,Pending
REC-00437,2025-05-04,Finance,Western,Tarkwa,Individual,61,Website,Basic Plan,12,1687.93,0.0,20255.16,13011.56,7243.6,1,False,Paid
REC-00438,2025-12-17,Retail,Central,Cape Coast,Individual,24,Website,Support Package,8,895.0,0.05,6802.0,3694.86,3107.14,2,True,Paid
REC-00439,2025-02-14,Finance,Northern,Tamale,SME,25,Walk-in,Enterprise Plan,10,346.52,0.15,2945.42,2200.77,744.65,4,False,Pending
REC-00440,2025-12-21,Healthcare,Eastern,Nkawkaw,Individual,45,Phone,Consulting Service,11,1930.45,0.05,20173.2,10998.72,9174.48,3,False,Paid
REC-00441,2025-08-14,Finance,Eastern,Nkawkaw,Individual,29,Mobile App,Support Package,2,1242.01,0.0,2484.02,1678.73,805.29,4,False,Refunded
REC-00442,2025-08-15,Hospitality,Northern,Yendi,Individual,24,Phone,Premium Plan,12,666.02,0.0,7992.24,3812.14,4180.1,1,False,Pending
REC-00443,2025-12-25,Agriculture,Eastern,Nkawkaw,Government,27,Phone,Training Package,6,2263.93,0.15,11546.04,5211.54,6334.5,1,True,Paid
REC-00444,2025-12-19,Technology,Greater Accra,Tema,Enterprise,42,Phone,Basic Plan,8,324.98,0.15,2209.86,1758.97,450.89,1,False,Refunded
REC-00445,2025-08-24,Manufacturing,Eastern,Koforidua,Enterprise,23,Phone,Basic Plan,5,1628.29,0.0,8141.45,5333.92,2807.53,3,False,Paid
REC-00446,2025-04-08,Education,Northern,Yendi,Government,46,Website,Support Package,3,113.35,0.0,340.05,243.58,96.47,3,False,Refunded
REC-00447,2025-01-19,Education,Western,Tarkwa,SME,19,Referral,Premium Plan,6,163.73,0.0,982.38,589.47,392.91,1,False,Paid
REC-00448,2025-01-10,Finance,Western,Takoradi,SME,59,Website,Enterprise Plan,8,2270.27,0.15,15437.84,7208.65,8229.19,1,False,Refunded
REC-00449,2025-02-02,Education,Ashanti,Kumasi,SME,55,Phone,Enterprise Plan,2,307.59,0.15,522.9,389.92,132.98,4,False,Paid
REC-00450,2025-10-07,Finance,Northern,Yendi,Individual,54,Website,Enterprise Plan,3,820.93,0.0,2462.79,1804.64,658.15,2,False,Paid
REC-00451,2025-10-11,Healthcare,Northern,Yendi,SME,41,Website,Consulting Service,3,1110.69,0.15,2832.26,1317.17,1515.09,1,False,Paid
REC-00452,2025-12-28,Agriculture,Ashanti,Kumasi,SME,23,Mobile App,Training Package,11,1494.48,0.05,15617.32,9432.9,6184.42,3,True,Pending
REC-00453,2025-03-31,Agriculture,Western,Takoradi,Enterprise,33,Walk-in,Consulting Service,10,1736.89,0.15,14763.57,7626.86,7136.71,1,True,Paid
REC-00454,2025-09-29,Agriculture,Ashanti,Kumasi,Enterprise,25,Website,Premium Plan,2,1556.83,0.15,2646.61,1687.98,958.63,1,False,Pending
REC-00455,2025-03-23,Hospitality,Western,Takoradi,Government,29,Walk-in,Enterprise Plan,11,2308.62,0.0,25394.82,17486.84,7907.98,5,False,Paid
REC-00456,2025-01-27,Healthcare,Greater Accra,Accra,SME,65,Phone,Support Package,9,460.32,0.0,4142.88,2607.83,1535.05,5,False,Pending
REC-00457,2025-12-13,Healthcare,Ashanti,Kumasi,Government,65,Mobile App,Consulting Service,6,594.41,0.0,3566.46,2035.27,1531.19,2,False,Pending
REC-00458,2025-01-28,Manufacturing,Central,Kasoa,SME,49,Phone,Training Package,7,383.73,0.15,2283.19,1411.8,871.39,2,False,Paid
REC-00459,2025-03-07,Healthcare,Ashanti,Obuasi,Government,39,Phone,Premium Plan,1,1738.22,0.0,1738.22,962.67,775.55,3,False,Paid
REC-00460,2025-11-23,Education,Central,Cape Coast,Government,28,Referral,Consulting Service,10,2266.31,0.15,19263.63,15583.32,3680.31,2,True,Pending
REC-00461,2025-01-08,Manufacturing,Western,Takoradi,SME,35,Referral,Basic Plan,12,1084.57,0.0,13014.84,7050.11,5964.73,4,False,Paid
REC-00462,2025-09-16,Healthcare,Western,Tarkwa,Government,64,Mobile App,Basic Plan,1,1078.6,0.1,970.74,608.97,361.77,5,False,Pending
REC-00463,2025-07-03,Hospitality,Ashanti,Kumasi,Government,26,Referral,Training Package,5,616.68,0.0,3083.4,1405.7,1677.7,5,False,Pending
REC-00464,2025-12-27,Retail,Western,Takoradi,Government,26,Walk-in,Support Package,7,482.74,0.05,3210.22,2189.11,1021.11,1,False,Pending
REC-00465,2025-11-10,Healthcare,Eastern,Nkawkaw,Individual,62,Referral,Training Package,9,1448.69,0.0,13038.21,9667.13,3371.08,3,False,Paid
REC-00466,2025-08-27,Healthcare,Western,Takoradi,SME,41,Walk-in,Premium Plan,10,126.16,0.05,1198.52,617.06,581.46,5,False,Pending
REC-00467,2025-12-26,Hospitality,Northern,Yendi,Enterprise,55,Website,Basic Plan,4,1889.1,0.0,7556.4,4296.35,3260.05,3,False,Pending
REC-00468,2025-09-27,Hospitality,Western,Tarkwa,Enterprise,50,Website,Premium Plan,2,1188.66,0.15,2020.72,1416.47,604.25,4,False,Paid
REC-00469,2025-05-28,Finance,Western,Tarkwa,SME,29,Mobile App,Support Package,2,295.68,0.05,561.79,276.09,285.7,1,False,Pending
REC-00470,2025-03-09,Retail,Northern,Yendi,SME,52,Website,Basic Plan,8,883.08,0.1,6358.18,4596.66,1761.52,2,True,Paid
REC-00471,2025-06-25,Agriculture,Western,Tarkwa,Enterprise,55,Referral,Premium Plan,11,1623.98,0.05,16970.59,10689.35,6281.24,3,False,Paid
REC-00472,2025-07-10,Hospitality,Ashanti,Obuasi,SME,48,Referral,Premium Plan,5,1930.13,0.0,9650.65,4872.47,4778.18,5,False,Paid
REC-00473,2025-12-21,Retail,Ashanti,Obuasi,SME,63,Phone,Enterprise Plan,11,1991.28,0.0,21904.08,11784.94,10119.14,3,False,Paid
REC-00474,2025-01-18,Agriculture,Central,Cape Coast,Enterprise,63,Website,Basic Plan,11,809.44,0.05,8458.65,4269.41,4189.24,4,False,Paid
REC-00475,2025-03-21,Technology,Western,Tarkwa,Government,38,Walk-in,Support Package,1,2426.12,0.15,2062.2,1672.39,389.81,2,True,Pending
REC-00476,2025-02-27,Healthcare,Eastern,Nkawkaw,Individual,62,Phone,Support Package,12,1210.48,0.0,14525.76,7285.93,7239.83,2,False,Paid
REC-00477,2025-01-29,Hospitality,Greater Accra,Accra,Individual,38,Website,Support Package,10,1612.25,0.15,13704.12,8836.15,4867.97,4,False,Refunded
REC-00478,2025-09-09,Technology,Western,Tarkwa,SME,30,Phone,Enterprise Plan,6,1517.85,0.15,7741.03,6185.54,1555.49,4,False,Paid
REC-00479,2025-06-29,Agriculture,Eastern,Nkawkaw,Government,40,Walk-in,Premium Plan,5,2444.37,0.15,10388.57,5011.57,5377.0,4,False,Paid
REC-00480,2025-02-14,Technology,Central,Cape Coast,Government,56,Website,Basic Plan,3,539.26,0.1,1456.0,1187.66,268.34,4,False,Pending
REC-00481,2025-08-25,Manufacturing,Ashanti,Obuasi,Government,53,Website,Enterprise Plan,12,1430.59,0.0,17167.08,8990.83,8176.25,5,False,Pending
REC-00482,2025-08-26,Hospitality,Central,Kasoa,Individual,65,Walk-in,Consulting Service,4,91.43,0.0,365.72,185.42,180.3,2,False,Paid
REC-00483,2025-05-22,Technology,Greater Accra,Tema,Government,25,Walk-in,Training Package,8,2485.97,0.0,19887.76,13356.42,6531.34,4,False,Paid
REC-00484,2025-10-22,Finance,Central,Kasoa,Government,64,Mobile App,Enterprise Plan,1,2117.07,0.0,2117.07,1408.3,708.77,2,False,Paid
REC-00485,2025-11-22,Healthcare,Eastern,Koforidua,SME,44,Website,Support Package,6,145.57,0.05,829.75,535.98,293.77,2,True,Paid
REC-00486,2025-06-04,Technology,Eastern,Koforidua,Individual,61,Mobile App,Support Package,5,1721.47,0.05,8176.98,3969.58,4207.4,3,False,Pending
REC-00487,2025-03-25,Education,Western,Takoradi,Government,39,Phone,Basic Plan,2,564.24,0.15,959.21,510.12,449.09,1,False,Paid
REC-00488,2025-06-09,Technology,Western,Takoradi,Enterprise,40,Website,Training Package,12,922.36,0.1,9961.49,7761.98,2199.51,1,False,Paid
REC-00489,2025-12-19,Healthcare,Northern,Yendi,Individual,27,Website,Basic Plan,4,785.89,0.0,3143.56,1566.06,1577.5,4,False,Paid
REC-00490,2025-01-17,Hospitality,Ashanti,Kumasi,Individual,24,Walk-in,Training Package,11,1295.86,0.0,14254.46,8888.52,5365.94,1,False,Paid
REC-00491,2025-10-28,Finance,Central,Kasoa,Enterprise,31,Walk-in,Premium Plan,4,482.34,0.05,1832.89,844.64,988.25,5,True,Paid
REC-00492,2025-02-04,Education,Central,Kasoa,SME,54,Referral,Basic Plan,2,2053.48,0.0,4106.96,2651.74,1455.22,1,False,Refunded
REC-00493,2025-07-07,Healthcare,Northern,Tamale,Enterprise,48,Phone,Consulting Service,12,1483.72,0.1,16024.18,11204.18,4820.0,2,True,Paid
REC-00494,2025-06-10,Technology,Western,Tarkwa,Individual,25,Website,Enterprise Plan,2,1178.11,0.15,2002.79,1001.97,1000.82,4,False,Pending
REC-00495,2025-11-04,Manufacturing,Eastern,Nkawkaw,Government,47,Mobile App,Basic Plan,12,797.22,0.1,8609.98,4594.05,4015.93,4,False,Paid
REC-00496,2025-09-09,Healthcare,Greater Accra,Accra,SME,61,Phone,Consulting Service,11,285.3,0.1,2824.47,1817.22,1007.25,5,False,Paid
REC-00497,2025-04-12,Manufacturing,Greater Accra,Tema,Enterprise,41,Referral,Support Package,6,520.65,0.1,2811.51,1392.88,1418.63,3,False,Paid
REC-00498,2025-11-05,Agriculture,Western,Takoradi,Individual,60,Walk-in,Consulting Service,7,2469.12,0.15,14691.26,8127.05,6564.21,4,False,Paid
REC-00499,2025-01-28,Manufacturing,Greater Accra,Tema,SME,24,Walk-in,Support Package,2,1257.88,0.0,2515.76,2036.93,478.83,5,False,Paid
REC-00500,2025-09-10,Hospitality,Northern,Yendi,Individual,51,Website,Consulting Service,8,524.78,0.1,3778.42,2385.67,1392.75,1,False,Pending
