Transaction_ID,Date,Region,Account_Type,Transaction_Type,Category,Amount,Payment_Method,Status,Currency,Month,Day_of_Week
TXN00474,2024-12-11,Northern,Personal,Income,Business,2783.74,Mobile Money,Completed,GHS,2024-12,Wednesday
TXN00475,2024-12-12,Western,Personal,Expense,Transport,37.1,Mobile Money,Completed,GHS,2024-12,Thursday
TXN00476,2024-12-13,Eastern,Personal,Expense,Healthcare,503.72,Bank Transfer,Pending,GHS,2024-12,Friday
TXN00477,2024-12-13,Western,Personal,Income,Salary,4351.56,Cash,Completed,GHS,2024-12,Friday
TXN00478,2024-12-14,Central,Personal,Expense,Healthcare,591.65,Bank Transfer,Pending,GHS,2024-12,Saturday
TXN00479,2024-12-15,Ashanti,Personal,Expense,Rent,2867.23,Debit Card,Completed,GHS,2024-12,Sunday
TXN00480,2024-12-16,Ashanti,Personal,Expense,Food,558.8,Mobile Money,Completed,GHS,2024-12,Monday
TXN00481,2024-12-16,Eastern,Personal,Income,Salary,7939.54,Debit Card,Completed,GHS,2024-12,Monday
TXN00482,2024-12-17,Greater Accra,Personal,Expense,Food,473.75,Debit Card,Completed,GHS,2024-12,Tuesday
TXN00483,2024-12-18,Greater Accra,Personal,Income,Salary,8513.37,Bank Transfer,Completed,GHS,2024-12,Wednesday
TXN00484,2024-12-18,Ashanti,Personal,Expense,Utilities,539.64,Mobile Money,Completed,GHS,2024-12,Wednesday
TXN00485,2024-12-19,Central,Business,Expense,Transport,261.95,Mobile Money,Completed,GHS,2024-12,Thursday
TXN00486,2024-12-20,Northern,Personal,Income,Business,2748.97,Cash,Completed,GHS,2024-12,Friday
TXN00487,2024-12-21,Northern,Business,Expense,Transport,203.17,Bank Transfer,Completed,GHS,2024-12,Saturday
TXN00488,2024-12-21,Eastern,Business,Expense,Healthcare,410.16,Mobile Money,Completed,GHS,2024-12,Saturday
TXN00489,2024-12-22,Ashanti,Personal,Income,Business,1384.04,Debit Card,Completed,GHS,2024-12,Sunday
TXN00490,2024-12-23,Central,Personal,Expense,Transport,266.24,Bank Transfer,Pending,GHS,2024-12,Monday
TXN00491,2024-12-24,Ashanti,Personal,Expense,Education,878.38,Cash,Failed,GHS,2024-12,Tuesday
TXN00492,2024-12-24,Central,Personal,Income,Salary,4521.06,Debit Card,Pending,GHS,2024-12,Tuesday
TXN00493,2024-12-25,Eastern,Personal,Expense,Shopping,63.94,Mobile Money,Completed,GHS,2024-12,Wednesday
TXN00494,2024-12-26,Greater Accra,Business,Expense,Transport,419.42,Bank Transfer,Failed,GHS,2024-12,Thursday
TXN00495,2024-12-26,Greater Accra,Personal,Expense,Transport,267.65,Cash,Completed,GHS,2024-12,Thursday
TXN00496,2024-12-27,Central,Personal,Expense,Transport,275.15,Debit Card,Completed,GHS,2024-12,Friday
TXN00497,2024-12-28,Central,Personal,Income,Salary,5127.69,Debit Card,Pending,GHS,2024-12,Saturday
TXN00498,2024-12-29,Central,Personal,Income,Salary,4409.06,Debit Card,Completed,GHS,2024-12,Sunday
TXN00499,2024-12-29,Northern,Personal,Expense,Rent,1559.51,Cash,Completed,GHS,2024-12,Sunday
TXN00500,2024-12-30,Greater Accra,Personal,Income,Salary,4722.99,Bank Transfer,Completed,GHS,2024-12,Monday
TXN00501,2024-12-31,Western,Personal,Expense,Education,1186.63,Mobile Money,Completed,GHS,2024-12,Tuesday
TXN00502,2025-01-01,Greater Accra,Personal,Expense,Entertainment,500.44,Bank Transfer,Failed,GHS,2025-01,Wednesday
TXN00503,2025-01-01,Central,Personal,Expense,Healthcare,822.13,Mobile Money,Failed,GHS,2025-01,Wednesday
TXN00504,2025-01-02,Central,Personal,Income,Salary,7306.41,Cash,Completed,GHS,2025-01,Thursday
TXN00505,2025-01-03,Greater Accra,Business,Expense,Utilities,110.87,Debit Card,Completed,GHS,2025-01,Friday
TXN00506,2025-01-04,Eastern,Business,Expense,Healthcare,1048.52,Debit Card,Completed,GHS,2025-01,Saturday
TXN00507,2025-01-04,Greater Accra,Personal,Expense,Shopping,1487.43,Bank Transfer,Completed,GHS,2025-01,Saturday
TXN00508,2025-01-05,Greater Accra,Business,Expense,Rent,2605.32,Mobile Money,Failed,GHS,2025-01,Sunday
TXN00509,2025-01-06,Ashanti,Personal,Expense,Entertainment,40.39,Cash,Pending,GHS,2025-01,Monday
TXN00510,2025-01-06,Eastern,Personal,Expense,Education,1711.06,Bank Transfer,Completed,GHS,2025-01,Monday
TXN00511,2025-01-07,Central,Personal,Income,Business,2389.29,Bank Transfer,Completed,GHS,2025-01,Tuesday
TXN00512,2025-01-08,Northern,Personal,Expense,Education,1255.98,Mobile Money,Completed,GHS,2025-01,Wednesday
TXN00513,2025-01-09,Western,Business,Expense,Entertainment,35.6,Debit Card,Completed,GHS,2025-01,Thursday
TXN00514,2025-01-09,Greater Accra,Personal,Expense,Shopping,1402.42,Mobile Money,Completed,GHS,2025-01,Thursday
TXN00515,2025-01-10,Ashanti,Business,Expense,Education,1625.7,Bank Transfer,Completed,GHS,2025-01,Friday
TXN00516,2025-01-11,Greater Accra,Personal,Expense,Education,422.77,Mobile Money,Completed,GHS,2025-01,Saturday
TXN00517,2025-01-12,Ashanti,Business,Expense,Education,1234.6,Mobile Money,Completed,GHS,2025-01,Sunday
TXN00518,2025-01-12,Western,Personal,Expense,Utilities,527.67,Mobile Money,Completed,GHS,2025-01,Sunday
TXN00519,2025-01-13,Greater Accra,Personal,Income,Business,4042.36,Bank Transfer,Completed,GHS,2025-01,Monday
TXN00520,2025-01-14,Northern,Personal,Expense,Entertainment,563.48,Bank Transfer,Completed,GHS,2025-01,Tuesday
TXN00521,2025-01-14,Eastern,Personal,Expense,Transport,156.67,Bank Transfer,Completed,GHS,2025-01,Tuesday
TXN00522,2025-01-15,Eastern,Personal,Expense,Transport,341.13,Cash,Pending,GHS,2025-01,Wednesday
TXN00523,2025-01-16,Greater Accra,Personal,Expense,Education,386.16,Bank Transfer,Failed,GHS,2025-01,Thursday
TXN00524,2025-01-17,Northern,Personal,Expense,Food,481.28,Bank Transfer,Completed,GHS,2025-01,Friday
TXN00525,2025-01-17,Central,Business,Expense,Education,929.2,Debit Card,Completed,GHS,2025-01,Friday
TXN00526,2025-01-18,Western,Business,Expense,Entertainment,678.07,Bank Transfer,Completed,GHS,2025-01,Saturday
TXN00527,2025-01-19,Western,Personal,Expense,Shopping,1795.85,Bank Transfer,Failed,GHS,2025-01,Sunday
TXN00528,2025-01-20,Western,Personal,Income,Salary,5482.35,Bank Transfer,Pending,GHS,2025-01,Monday
TXN00529,2025-01-20,Northern,Business,Expense,Food,90.35,Debit Card,Pending,GHS,2025-01,Monday
TXN00530,2025-01-21,Western,Business,Expense,Shopping,1134.17,Mobile Money,Failed,GHS,2025-01,Tuesday
TXN00531,2025-01-22,Western,Personal,Expense,Healthcare,1486.48,Debit Card,Completed,GHS,2025-01,Wednesday
TXN00532,2025-01-23,Western,Business,Expense,Rent,2710.5,Bank Transfer,Failed,GHS,2025-01,Thursday
TXN00533,2025-01-23,Ashanti,Personal,Expense,Utilities,365.84,Debit Card,Pending,GHS,2025-01,Thursday
TXN00534,2025-01-24,Central,Personal,Expense,Rent,2888.24,Debit Card,Completed,GHS,2025-01,Friday
TXN00535,2025-01-25,Greater Accra,Personal,Income,Business,4789.86,Cash,Completed,GHS,2025-01,Saturday
TXN00536,2025-01-25,Greater Accra,Personal,Expense,Education,1639.49,Debit Card,Completed,GHS,2025-01,Saturday
TXN00537,2025-01-26,Eastern,Personal,Expense,Shopping,347.02,Bank Transfer,Completed,GHS,2025-01,Sunday
TXN00538,2025-01-27,Northern,Business,Expense,Shopping,1454.92,Mobile Money,Completed,GHS,2025-01,Monday
TXN00539,2025-01-28,Northern,Personal,Income,Salary,6649.34,Bank Transfer,Completed,GHS,2025-01,Tuesday
TXN00540,2025-01-28,Central,Personal,Expense,Transport,54.43,Bank Transfer,Pending,GHS,2025-01,Tuesday
TXN00541,2025-01-29,Central,Business,Expense,Shopping,1203.33,Debit Card,Completed,GHS,2025-01,Wednesday
TXN00542,2025-01-30,Western,Personal,Expense,Transport,407.24,Bank Transfer,Completed,GHS,2025-01,Thursday
TXN00543,2025-01-31,Central,Personal,Income,Business,3790.06,Bank Transfer,Failed,GHS,2025-01,Friday
TXN00544,2025-01-31,Northern,Personal,Expense,Shopping,1541.96,Mobile Money,Completed,GHS,2025-01,Friday
TXN00545,2025-02-01,Eastern,Personal,Expense,Food,245.14,Cash,Pending,GHS,2025-02,Saturday
TXN00546,2025-02-02,Greater Accra,Business,Expense,Rent,2967.67,Mobile Money,Completed,GHS,2025-02,Sunday
TXN00547,2025-02-02,Eastern,Business,Expense,Transport,139.28,Mobile Money,Pending,GHS,2025-02,Sunday
TXN00548,2025-02-03,Northern,Business,Income,Salary,4657.79,Debit Card,Completed,GHS,2025-02,Monday
TXN00549,2025-02-04,Northern,Personal,Expense,Entertainment,443.54,Mobile Money,Completed,GHS,2025-02,Tuesday
TXN00550,2025-02-05,Greater Accra,Personal,Income,Salary,8314.73,Bank Transfer,Completed,GHS,2025-02,Wednesday
TXN00551,2025-02-05,Northern,Personal,Expense,Transport,200.99,Mobile Money,Completed,GHS,2025-02,Wednesday
TXN00552,2025-02-06,Central,Business,Expense,Entertainment,163.49,Cash,Pending,GHS,2025-02,Thursday
TXN00553,2025-02-07,Greater Accra,Personal,Expense,Rent,1835.91,Mobile Money,Completed,GHS,2025-02,Friday
TXN00554,2025-02-08,Eastern,Personal,Income,Salary,7898.45,Mobile Money,Failed,GHS,2025-02,Saturday
TXN00555,2025-02-08,Central,Personal,Expense,Shopping,942.76,Mobile Money,Pending,GHS,2025-02,Saturday
TXN00556,2025-02-09,Western,Personal,Income,Business,5449.62,Mobile Money,Pending,GHS,2025-02,Sunday
TXN00557,2025-02-10,Northern,Business,Expense,Shopping,908.84,Bank Transfer,Failed,GHS,2025-02,Monday
TXN00558,2025-02-11,Northern,Personal,Expense,Rent,1616.57,Debit Card,Completed,GHS,2025-02,Tuesday
TXN00559,2025-02-11,Central,Business,Expense,Transport,372.85,Bank Transfer,Completed,GHS,2025-02,Tuesday
TXN00560,2025-02-12,Eastern,Personal,Expense,Food,454.45,Bank Transfer,Failed,GHS,2025-02,Wednesday
TXN00561,2025-02-13,Eastern,Business,Expense,Healthcare,127.6,Bank Transfer,Completed,GHS,2025-02,Thursday
TXN00562,2025-02-13,Ashanti,Business,Expense,Food,291.64,Cash,Completed,GHS,2025-02,Thursday
TXN00563,2025-02-14,Greater Accra,Business,Income,Business,3808.41,Debit Card,Completed,GHS,2025-02,Friday
TXN00564,2025-02-15,Central,Business,Expense,Rent,2348.98,Mobile Money,Completed,GHS,2025-02,Saturday
TXN00565,2025-02-16,Greater Accra,Personal,Income,Salary,4624.47,Mobile Money,Completed,GHS,2025-02,Sunday
TXN00566,2025-02-16,Eastern,Personal,Expense,Education,334.46,Cash,Completed,GHS,2025-02,Sunday
TXN00567,2025-02-17,Ashanti,Personal,Income,Salary,3637.34,Bank Transfer,Pending,GHS,2025-02,Monday
TXN00568,2025-02-18,Western,Personal,Income,Salary,6845.76,Mobile Money,Completed,GHS,2025-02,Tuesday
TXN00569,2025-02-19,Greater Accra,Personal,Expense,Education,338.42,Mobile Money,Failed,GHS,2025-02,Wednesday
TXN00570,2025-02-19,Ashanti,Personal,Income,Business,3323.94,Debit Card,Completed,GHS,2025-02,Wednesday
TXN00571,2025-02-20,Western,Personal,Expense,Education,545.41,Bank Transfer,Completed,GHS,2025-02,Thursday
TXN00572,2025-02-21,Greater Accra,Personal,Income,Business,2592.98,Bank Transfer,Pending,GHS,2025-02,Friday
TXN00573,2025-02-21,Eastern,Personal,Income,Business,6309.13,Cash,Pending,GHS,2025-02,Friday
TXN00574,2025-02-22,Greater Accra,Personal,Income,Salary,7438.27,Mobile Money,Completed,GHS,2025-02,Saturday
TXN00575,2025-02-23,Western,Business,Expense,Transport,67.1,Bank Transfer,Completed,GHS,2025-02,Sunday
TXN00576,2025-02-24,Eastern,Personal,Expense,Food,348.21,Bank Transfer,Pending,GHS,2025-02,Monday
TXN00577,2025-02-24,Ashanti,Personal,Expense,Transport,240.93,Bank Transfer,Completed,GHS,2025-02,Monday
TXN00578,2025-02-25,Western,Business,Expense,Entertainment,212.94,Debit Card,Completed,GHS,2025-02,Tuesday
TXN00579,2025-02-26,Greater Accra,Personal,Expense,Education,978.54,Mobile Money,Completed,GHS,2025-02,Wednesday
TXN00580,2025-02-27,Eastern,Personal,Expense,Transport,386.01,Debit Card,Completed,GHS,2025-02,Thursday
TXN00581,2025-02-27,Central,Personal,Expense,Education,1886.42,Debit Card,Failed,GHS,2025-02,Thursday
TXN00582,2025-02-28,Ashanti,Personal,Expense,Rent,1433.48,Mobile Money,Completed,GHS,2025-02,Friday
TXN00583,2025-03-01,Greater Accra,Personal,Income,Salary,6506.83,Bank Transfer,Pending,GHS,2025-03,Saturday
TXN00584,2025-03-02,Western,Personal,Income,Salary,8301.61,Mobile Money,Pending,GHS,2025-03,Sunday
TXN00585,2025-03-02,Central,Personal,Expense,Shopping,1451.72,Bank Transfer,Failed,GHS,2025-03,Sunday
TXN00586,2025-03-03,Greater Accra,Business,Income,Business,2288.18,Debit Card,Pending,GHS,2025-03,Monday
TXN00587,2025-03-04,Ashanti,Business,Expense,Shopping,440.36,Debit Card,Failed,GHS,2025-03,Tuesday
TXN00588,2025-03-04,Ashanti,Personal,Expense,Utilities,576.14,Bank Transfer,Pending,GHS,2025-03,Tuesday
TXN00589,2025-03-05,Central,Personal,Expense,Rent,1280.17,Bank Transfer,Completed,GHS,2025-03,Wednesday
TXN00590,2025-03-06,Northern,Business,Expense,Shopping,1486.22,Debit Card,Completed,GHS,2025-03,Thursday
TXN00591,2025-03-07,Greater Accra,Personal,Expense,Food,140.98,Cash,Completed,GHS,2025-03,Friday
TXN00592,2025-03-07,Northern,Business,Expense,Transport,409.95,Debit Card,Failed,GHS,2025-03,Friday
TXN00593,2025-03-08,Ashanti,Personal,Income,Salary,7235.6,Mobile Money,Completed,GHS,2025-03,Saturday
TXN00594,2025-03-09,Western,Personal,Expense,Transport,147.39,Cash,Completed,GHS,2025-03,Sunday
TXN00595,2025-03-10,Eastern,Personal,Expense,Shopping,441.97,Mobile Money,Completed,GHS,2025-03,Monday
TXN00596,2025-03-10,Eastern,Personal,Expense,Entertainment,464.32,Mobile Money,Pending,GHS,2025-03,Monday
TXN00597,2025-03-11,Western,Business,Expense,Healthcare,591.51,Mobile Money,Pending,GHS,2025-03,Tuesday
TXN00598,2025-03-12,Northern,Personal,Expense,Entertainment,470.97,Bank Transfer,Pending,GHS,2025-03,Wednesday
TXN00599,2025-03-12,Central,Personal,Income,Salary,4710.49,Bank Transfer,Completed,GHS,2025-03,Wednesday
TXN00600,2025-03-13,Eastern,Business,Expense,Transport,423.15,Mobile Money,Completed,GHS,2025-03,Thursday
TXN00601,2025-03-14,Ashanti,Personal,Income,Salary,5231.54,Mobile Money,Pending,GHS,2025-03,Friday
TXN00602,2025-03-15,Northern,Personal,Expense,Shopping,1201.6,Debit Card,Pending,GHS,2025-03,Saturday
TXN00603,2025-03-15,Ashanti,Personal,Income,Business,2507.02,Mobile Money,Completed,GHS,2025-03,Saturday
TXN00604,2025-03-16,Western,Personal,Expense,Healthcare,521.56,Debit Card,Completed,GHS,2025-03,Sunday
TXN00605,2025-03-17,Greater Accra,Personal,Income,Business,3370.93,Cash,Completed,GHS,2025-03,Monday
TXN00606,2025-03-18,Western,Personal,Expense,Utilities,569.98,Debit Card,Completed,GHS,2025-03,Tuesday
TXN00607,2025-03-18,Greater Accra,Personal,Expense,Entertainment,490.99,Bank Transfer,Completed,GHS,2025-03,Tuesday
TXN00608,2025-03-19,Northern,Business,Expense,Food,301.2,Bank Transfer,Completed,GHS,2025-03,Wednesday
TXN00609,2025-03-20,Northern,Personal,Expense,Education,1411.77,Bank Transfer,Completed,GHS,2025-03,Thursday
TXN00610,2025-03-21,Western,Business,Income,Salary,4785.97,Cash,Completed,GHS,2025-03,Friday
TXN00611,2025-03-21,Ashanti,Business,Expense,Shopping,1671.31,Bank Transfer,Completed,GHS,2025-03,Friday
TXN00612,2025-03-22,Northern,Business,Expense,Shopping,1329.53,Bank Transfer,Completed,GHS,2025-03,Saturday
TXN00613,2025-03-23,Ashanti,Personal,Expense,Utilities,684.28,Mobile Money,Pending,GHS,2025-03,Sunday
TXN00614,2025-03-23,Central,Personal,Expense,Shopping,1459.89,Bank Transfer,Failed,GHS,2025-03,Sunday
TXN00615,2025-03-24,Eastern,Personal,Expense,Food,116.4,Bank Transfer,Completed,GHS,2025-03,Monday
TXN00616,2025-03-25,Central,Personal,Expense,Shopping,1378.4,Mobile Money,Pending,GHS,2025-03,Tuesday
TXN00617,2025-03-26,Western,Business,Expense,Healthcare,1217.88,Mobile Money,Completed,GHS,2025-03,Wednesday
TXN00618,2025-03-26,Ashanti,Personal,Expense,Transport,221.97,Bank Transfer,Failed,GHS,2025-03,Wednesday
TXN00619,2025-03-27,Northern,Personal,Expense,Shopping,481.41,Cash,Pending,GHS,2025-03,Thursday
TXN00620,2025-03-28,Northern,Personal,Income,Salary,4111.25,Debit Card,Completed,GHS,2025-03,Friday
TXN00621,2025-03-29,Central,Personal,Expense,Rent,1032.3,Debit Card,Failed,GHS,2025-03,Saturday
TXN00622,2025-03-29,Central,Business,Income,Salary,8943.66,Bank Transfer,Pending,GHS,2025-03,Saturday
TXN00623,2025-03-30,Greater Accra,Personal,Expense,Education,1352.9,Mobile Money,Failed,GHS,2025-03,Sunday
TXN00624,2025-03-31,Ashanti,Personal,Expense,Utilities,367.87,Mobile Money,Failed,GHS,2025-03,Monday
TXN00625,2025-03-31,Central,Business,Expense,Transport,90.71,Bank Transfer,Completed,GHS,2025-03,Monday
TXN00626,2025-04-01,Greater Accra,Personal,Expense,Utilities,395.34,Debit Card,Completed,GHS,2025-04,Tuesday
TXN00627,2025-04-02,Western,Business,Expense,Rent,934.22,Debit Card,Failed,GHS,2025-04,Wednesday
TXN00628,2025-04-03,Northern,Personal,Income,Salary,8392.67,Debit Card,Pending,GHS,2025-04,Thursday
TXN00629,2025-04-03,Central,Personal,Expense,Transport,97.4,Cash,Completed,GHS,2025-04,Thursday
TXN00630,2025-04-04,Central,Personal,Expense,Education,515.56,Bank Transfer,Completed,GHS,2025-04,Friday
TXN00631,2025-04-05,Ashanti,Personal,Income,Salary,7537.83,Mobile Money,Pending,GHS,2025-04,Saturday
TXN00632,2025-04-06,Greater Accra,Personal,Expense,Utilities,108.21,Bank Transfer,Pending,GHS,2025-04,Sunday
TXN00633,2025-04-06,Northern,Personal,Expense,Entertainment,515.25,Debit Card,Completed,GHS,2025-04,Sunday
TXN00634,2025-04-07,Central,Personal,Expense,Shopping,1059.54,Mobile Money,Failed,GHS,2025-04,Monday
TXN00635,2025-04-08,Eastern,Personal,Expense,Transport,461.12,Cash,Failed,GHS,2025-04,Tuesday
TXN00636,2025-04-09,Eastern,Personal,Expense,Rent,2335.23,Bank Transfer,Failed,GHS,2025-04,Wednesday
TXN00637,2025-04-09,Central,Personal,Income,Business,2774.94,Bank Transfer,Pending,GHS,2025-04,Wednesday
TXN00638,2025-04-10,Northern,Personal,Income,Salary,5933.02,Bank Transfer,Failed,GHS,2025-04,Thursday
TXN00639,2025-04-11,Eastern,Business,Income,Salary,4194.49,Mobile Money,Pending,GHS,2025-04,Friday
TXN00640,2025-04-11,Western,Personal,Income,Salary,5711.15,Cash,Failed,GHS,2025-04,Friday
TXN00641,2025-04-12,Northern,Personal,Expense,Transport,149.61,Debit Card,Failed,GHS,2025-04,Saturday
TXN00642,2025-04-13,Northern,Business,Expense,Rent,1931.81,Mobile Money,Completed,GHS,2025-04,Sunday
TXN00643,2025-04-14,Greater Accra,Personal,Expense,Transport,142.94,Bank Transfer,Completed,GHS,2025-04,Monday
TXN00644,2025-04-14,Northern,Business,Income,Business,3428.35,Cash,Completed,GHS,2025-04,Monday
TXN00645,2025-04-15,Greater Accra,Personal,Expense,Transport,173.7,Cash,Failed,GHS,2025-04,Tuesday
TXN00646,2025-04-16,Central,Personal,Expense,Transport,377.1,Debit Card,Failed,GHS,2025-04,Wednesday
TXN00647,2025-04-17,Western,Personal,Expense,Shopping,795.39,Mobile Money,Failed,GHS,2025-04,Thursday
TXN00648,2025-04-17,Central,Business,Expense,Education,684.31,Bank Transfer,Pending,GHS,2025-04,Thursday
TXN00649,2025-04-18,Western,Personal,Expense,Rent,1420.98,Debit Card,Completed,GHS,2025-04,Friday
TXN00650,2025-04-19,Northern,Personal,Income,Business,3844.99,Bank Transfer,Completed,GHS,2025-04,Saturday
TXN00651,2025-04-19,Northern,Personal,Expense,Rent,2316.48,Debit Card,Pending,GHS,2025-04,Saturday
TXN00652,2025-04-20,Northern,Business,Expense,Shopping,1070.48,Bank Transfer,Failed,GHS,2025-04,Sunday
TXN00653,2025-04-21,Eastern,Personal,Expense,Entertainment,546.2,Cash,Failed,GHS,2025-04,Monday
TXN00654,2025-04-22,Northern,Personal,Income,Salary,7715.9,Cash,Pending,GHS,2025-04,Tuesday
TXN00655,2025-04-22,Western,Personal,Expense,Education,962.95,Mobile Money,Failed,GHS,2025-04,Tuesday
TXN00656,2025-04-23,Ashanti,Business,Expense,Healthcare,1455.52,Mobile Money,Completed,GHS,2025-04,Wednesday
TXN00657,2025-04-24,Greater Accra,Personal,Income,Salary,7119.56,Bank Transfer,Pending,GHS,2025-04,Thursday
TXN00658,2025-04-25,Western,Personal,Income,Salary,8358.0,Mobile Money,Failed,GHS,2025-04,Friday
TXN00659,2025-04-25,Greater Accra,Business,Expense,Entertainment,71.17,Mobile Money,Completed,GHS,2025-04,Friday
TXN00660,2025-04-26,Central,Personal,Expense,Food,268.98,Cash,Completed,GHS,2025-04,Saturday
TXN00661,2025-04-27,Greater Accra,Personal,Expense,Utilities,197.6,Debit Card,Pending,GHS,2025-04,Sunday
TXN00662,2025-04-28,Western,Personal,Expense,Healthcare,1314.27,Bank Transfer,Pending,GHS,2025-04,Monday
TXN00663,2025-04-28,Northern,Personal,Income,Salary,6612.18,Bank Transfer,Failed,GHS,2025-04,Monday
TXN00664,2025-04-29,Eastern,Personal,Income,Salary,5880.24,Mobile Money,Completed,GHS,2025-04,Tuesday
TXN00665,2025-04-30,Northern,Personal,Expense,Rent,1241.7,Mobile Money,Pending,GHS,2025-04,Wednesday
TXN00666,2025-04-30,Greater Accra,Personal,Expense,Transport,472.21,Cash,Completed,GHS,2025-04,Wednesday
TXN00667,2025-05-01,Northern,Personal,Expense,Education,176.54,Mobile Money,Failed,GHS,2025-05,Thursday
TXN00668,2025-05-02,Eastern,Business,Expense,Shopping,311.0,Bank Transfer,Completed,GHS,2025-05,Friday
TXN00669,2025-05-03,Western,Personal,Income,Salary,4746.8,Mobile Money,Pending,GHS,2025-05,Saturday
TXN00670,2025-05-03,Western,Personal,Income,Salary,4199.03,Debit Card,Completed,GHS,2025-05,Saturday
TXN00671,2025-05-04,Eastern,Personal,Income,Salary,8012.68,Bank Transfer,Completed,GHS,2025-05,Sunday
TXN00672,2025-05-05,Northern,Personal,Expense,Rent,2617.05,Mobile Money,Failed,GHS,2025-05,Monday
TXN00673,2025-05-06,Eastern,Personal,Income,Business,4246.68,Bank Transfer,Completed,GHS,2025-05,Tuesday
TXN00674,2025-05-06,Central,Business,Expense,Food,122.9,Mobile Money,Completed,GHS,2025-05,Tuesday
TXN00675,2025-05-07,Western,Personal,Expense,Transport,323.91,Bank Transfer,Pending,GHS,2025-05,Wednesday
TXN00676,2025-05-08,Northern,Personal,Expense,Healthcare,608.4,Mobile Money,Completed,GHS,2025-05,Thursday
TXN00677,2025-05-08,Central,Personal,Expense,Rent,936.49,Mobile Money,Completed,GHS,2025-05,Thursday
TXN00678,2025-05-09,Greater Accra,Business,Expense,Rent,2911.54,Debit Card,Completed,GHS,2025-05,Friday
TXN00679,2025-05-10,Greater Accra,Personal,Expense,Rent,2220.26,Mobile Money,Completed,GHS,2025-05,Saturday
TXN00680,2025-05-11,Ashanti,Business,Income,Salary,4198.19,Debit Card,Pending,GHS,2025-05,Sunday
TXN00681,2025-05-11,Western,Personal,Income,Business,5105.89,Cash,Completed,GHS,2025-05,Sunday
TXN00682,2025-05-12,Greater Accra,Personal,Income,Salary,3523.03,Bank Transfer,Completed,GHS,2025-05,Monday
TXN00683,2025-05-13,Northern,Business,Income,Salary,5344.54,Bank Transfer,Completed,GHS,2025-05,Tuesday
TXN00684,2025-05-14,Northern,Personal,Expense,Education,699.19,Bank Transfer,Pending,GHS,2025-05,Wednesday
TXN00685,2025-05-14,Central,Personal,Expense,Education,1387.34,Cash,Failed,GHS,2025-05,Wednesday
TXN00686,2025-05-15,Western,Personal,Expense,Transport,397.74,Debit Card,Failed,GHS,2025-05,Thursday
TXN00687,2025-05-16,Northern,Personal,Expense,Utilities,345.8,Debit Card,Completed,GHS,2025-05,Friday
TXN00688,2025-05-17,Greater Accra,Business,Expense,Transport,373.83,Debit Card,Failed,GHS,2025-05,Saturday
TXN00689,2025-05-17,Western,Personal,Income,Business,6340.83,Debit Card,Pending,GHS,2025-05,Saturday
TXN00690,2025-05-18,Eastern,Business,Income,Salary,7215.01,Bank Transfer,Failed,GHS,2025-05,Sunday
TXN00691,2025-05-19,Northern,Personal,Income,Salary,5749.97,Debit Card,Completed,GHS,2025-05,Monday
TXN00692,2025-05-19,Ashanti,Personal,Expense,Healthcare,1411.06,Bank Transfer,Completed,GHS,2025-05,Monday
TXN00693,2025-05-20,Western,Business,Expense,Transport,135.56,Bank Transfer,Completed,GHS,2025-05,Tuesday
TXN00694,2025-05-21,Central,Personal,Expense,Entertainment,251.48,Debit Card,Completed,GHS,2025-05,Wednesday
TXN00695,2025-05-22,Eastern,Personal,Income,Salary,5922.97,Mobile Money,Completed,GHS,2025-05,Thursday
TXN00696,2025-05-22,Greater Accra,Personal,Expense,Food,309.71,Bank Transfer,Failed,GHS,2025-05,Thursday
TXN00697,2025-05-23,Central,Personal,Income,Salary,4207.28,Bank Transfer,Completed,GHS,2025-05,Friday
TXN00698,2025-05-24,Western,Business,Expense,Transport,88.93,Bank Transfer,Failed,GHS,2025-05,Saturday
TXN00699,2025-05-25,Ashanti,Personal,Income,Salary,6734.52,Debit Card,Completed,GHS,2025-05,Sunday
TXN00700,2025-05-25,Western,Personal,Income,Business,4432.74,Bank Transfer,Completed,GHS,2025-05,Sunday
TXN00701,2025-05-26,Ashanti,Personal,Expense,Rent,2093.58,Debit Card,Completed,GHS,2025-05,Monday
TXN00702,2025-05-27,Eastern,Personal,Income,Salary,6349.43,Bank Transfer,Failed,GHS,2025-05,Tuesday
TXN00703,2025-05-27,Greater Accra,Personal,Income,Salary,7071.58,Bank Transfer,Completed,GHS,2025-05,Tuesday
TXN00704,2025-05-28,Central,Personal,Income,Salary,8373.94,Debit Card,Completed,GHS,2025-05,Wednesday
TXN00705,2025-05-29,Central,Personal,Income,Salary,7547.55,Cash,Completed,GHS,2025-05,Thursday
TXN00706,2025-05-30,Ashanti,Business,Income,Salary,8467.73,Mobile Money,Pending,GHS,2025-05,Friday
TXN00707,2025-05-30,Ashanti,Personal,Income,Business,1241.73,Cash,Failed,GHS,2025-05,Friday
TXN00708,2025-05-31,Greater Accra,Personal,Expense,Transport,397.49,Bank Transfer,Completed,GHS,2025-05,Saturday
TXN00709,2025-06-01,Eastern,Personal,Income,Business,3569.1,Mobile Money,Completed,GHS,2025-06,Sunday
TXN00710,2025-06-02,Central,Personal,Expense,Food,305.55,Mobile Money,Completed,GHS,2025-06,Monday
TXN00711,2025-06-02,Greater Accra,Personal,Income,Business,5872.47,Debit Card,Completed,GHS,2025-06,Monday
